name,id,desc,type,access,val
"Sys_IO.DIx[40].Hw_Val",8780,"Status",BOOL,R,0
"Sys_IO.DIx[41].Ch",8781,"Channel",DINT,R,0
"Sys_IO.DIx[41].Err",8782,"Error",INT,R,0
"Sys_IO.DIx[41].Hw_Val",8783,"Status",BOOL,R,0
"Sys_IO.DIx[42].Ch",8785,"Channel",DINT,R,0
"Sys_IO.DIx[42].Err",8786,"Error",INT,R,0
"Sys_IO.DIx[42].Hw_Val",8784,"Status",BOOL,R,0
"Sys_IO.DIx[43].Ch",8787,"Channel",DINT,R,0
"Sys_IO.DIx[43].Err",8789,"Error",INT,R,0
"Sys_IO.DIx[43].Hw_Val",8788,"Status",BOOL,R,0
"Sys_IO.DIx[44].Ch",8791,"Channel",DINT,R,0
"Sys_IO.DIx[44].Err",8792,"Error",INT,R,0
"Sys_IO.DIx[44].Hw_Val",8790,"Status",BOOL,R,0
"Sys_IO.DIx[45].Ch",8794,"Channel",DINT,R,0
"Sys_IO.DIx[45].Err",8795,"Error",INT,R,0
"Sys_IO.DIx[45].Hw_Val",8793,"Status",BOOL,R,0
"Sys_IO.DIx[46].Ch",8796,"Channel",DINT,R,0
"Sys_IO.DIx[46].Err",8798,"Error",INT,R,0
"Sys_IO.DIx[46].Hw_Val",8797,"Status",BOOL,R,0
"Sys_IO.DIx[47].Ch",8800,"Channel",DINT,R,0
"Sys_IO.DIx[47].Err",8801,"Error",INT,R,0
"Sys_IO.DIx[47].Hw_Val",8799,"Status",BOOL,R,0
"Sys_IO.DIx[48].Ch",8803,"Channel",DINT,R,0
"Sys_IO.DIx[48].Err",8804,"Error",INT,R,0
"Sys_IO.DIx[48].Hw_Val",8802,"Status",BOOL,R,0
"Sys_IO.DIx[49].Ch",8805,"Channel",DINT,R,0
"Sys_IO.DIx[49].Err",8806,"Error",INT,R,0
"Sys_IO.DIx[49].Hw_Val",8807,"Status",BOOL,R,0
"Sys_IO.DIx[4].Ch",8670,"Channel",DINT,R,0
"Sys_IO.DIx[4].Err",8671,"Error",INT,R,10
"Sys_IO.DIx[4].Hw_Val",8672,"Status",BOOL,R,0
"Sys_IO.DIx[50].Ch",8808,"Channel",DINT,R,0
"Sys_IO.DIx[50].Err",8809,"Error",INT,R,0
"Sys_IO.DIx[50].Hw_Val",8810,"Status",BOOL,R,0
"Sys_IO.DIx[5].Ch",8673,"Channel",DINT,R,0
"Sys_IO.DIx[5].Err",8674,"Error",INT,R,10
"Sys_IO.DIx[5].Hw_Val",8675,"Status",BOOL,R,0
"Sys_IO.DIx[6].Ch",8676,"Channel",DINT,R,0
"Sys_IO.DIx[6].Err",8677,"Error",INT,R,10
"Sys_IO.DIx[6].Hw_Val",8678,"Status",BOOL,R,1
"Sys_IO.DIx[7].Ch",8679,"Channel",DINT,R,0
"Sys_IO.DIx[7].Err",8680,"Error",INT,R,10
"Sys_IO.DIx[7].Hw_Val",8681,"Status",BOOL,R,1
"Sys_IO.DIx[8].Ch",8683,"Channel",DINT,R,0
"Sys_IO.DIx[8].Err",8682,"Error",INT,R,10
"Sys_IO.DIx[8].Hw_Val",8684,"Status",BOOL,R,1
"Sys_IO.DIx[9].Ch",8685,"Channel",DINT,R,0
"Sys_IO.DIx[9].Err",8686,"Error",INT,R,10
"Sys_IO.DIx[9].Hw_Val",8687,"Status",BOOL,R,0
"Sys_IO.DOx[0].Ch",8811,"Channel",DINT,R,0
"Sys_IO.DOx[0].Err",8812,"Error",INT,R,0
"Sys_IO.DOx[0].Hw_Val",8813,"Status",BOOL,R,0
"Sys_IO.DOx[10].Ch",8841,"Channel",DINT,R,0
"Sys_IO.DOx[10].Err",8842,"Error",INT,R,10
"Sys_IO.DOx[10].Hw_Val",8843,"Status",BOOL,R,0
"Sys_IO.DOx[11].Ch",8844,"Channel",DINT,R,0
"Sys_IO.DOx[11].Err",8845,"Error",INT,R,10
"Sys_IO.DOx[11].Hw_Val",8846,"Status",BOOL,R,0
"Sys_IO.DOx[12].Ch",8848,"Channel",DINT,R,0
"Sys_IO.DOx[12].Err",8847,"Error",INT,R,10
"Sys_IO.DOx[12].Hw_Val",8849,"Status",BOOL,R,1
"Sys_IO.DOx[13].Ch",8850,"Channel",DINT,R,0
"Sys_IO.DOx[13].Err",8851,"Error",INT,R,10
"Sys_IO.DOx[13].Hw_Val",8852,"Status",BOOL,R,1
"Sys_IO.DOx[14].Ch",8853,"Channel",DINT,R,0
"Sys_IO.DOx[14].Err",8854,"Error",INT,R,10
"Sys_IO.DOx[14].Hw_Val",8855,"Status",BOOL,R,1
"Sys_IO.DOx[15].Ch",8858,"Channel",DINT,R,0
"Sys_IO.DOx[15].Err",8857,"Error",INT,R,10
"Sys_IO.DOx[15].Hw_Val",8856,"Status",BOOL,R,0
"Sys_IO.DOx[16].Ch",8859,"Channel",DINT,R,0
"Sys_IO.DOx[16].Err",8860,"Error",INT,R,10
"Sys_IO.DOx[16].Hw_Val",8861,"Status",BOOL,R,0
"Sys_IO.DOx[17].Ch",8863,"Channel",DINT,R,0
"Sys_IO.DOx[17].Err",8862,"Error",INT,R,10
"Sys_IO.DOx[17].Hw_Val",8864,"Status",BOOL,R,0
"Sys_IO.DOx[18].Ch",8865,"Channel",DINT,R,0
"Sys_IO.DOx[18].Err",8866,"Error",INT,R,10
"Sys_IO.DOx[18].Hw_Val",8867,"Status",BOOL,R,0
"Sys_IO.DOx[19].Ch",8869,"Channel",DINT,R,0
"Sys_IO.DOx[19].Err",8870,"Error",INT,R,0
"Sys_IO.DOx[19].Hw_Val",8868,"Status",BOOL,R,0
"Sys_IO.DOx[1].Ch",8814,"Channel",DINT,R,0
"Sys_IO.DOx[1].Err",8815,"Error",INT,R,10
"Sys_IO.DOx[1].Hw_Val",8816,"Status",BOOL,R,0
"Sys_IO.DOx[20].Ch",8871,"Channel",DINT,R,0
"Sys_IO.DOx[20].Err",8872,"Error",INT,R,0
"Sys_IO.DOx[20].Hw_Val",8873,"Status",BOOL,R,0
"Sys_IO.DOx[21].Ch",8875,"Channel",DINT,R,0
"Sys_IO.DOx[21].Err",8874,"Error",INT,R,0
"Sys_IO.DOx[21].Hw_Val",8876,"Status",BOOL,R,0
"Sys_IO.DOx[22].Ch",8877,"Channel",DINT,R,0
"Sys_IO.DOx[22].Err",8879,"Error",INT,R,0
"Sys_IO.DOx[22].Hw_Val",8878,"Status",BOOL,R,0
"Sys_IO.DOx[23].Ch",8881,"Channel",DINT,R,0
"Sys_IO.DOx[23].Err",8880,"Error",INT,R,0
"Sys_IO.DOx[23].Hw_Val",8882,"Status",BOOL,R,0
"Sys_IO.DOx[24].Ch",8884,"Channel",DINT,R,0
"Sys_IO.DOx[24].Err",8885,"Error",INT,R,0
"Sys_IO.DOx[24].Hw_Val",8883,"Status",BOOL,R,0
"Sys_IO.DOx[25].Ch",8888,"Channel",DINT,R,0
"Sys_IO.DOx[25].Err",8887,"Error",INT,R,0
"Sys_IO.DOx[25].Hw_Val",8886,"Status",BOOL,R,0
"Sys_IO.DOx[26].Ch",8891,"Channel",DINT,R,0
"Sys_IO.DOx[26].Err",8890,"Error",INT,R,0
"Sys_IO.DOx[26].Hw_Val",8889,"Status",BOOL,R,0
"Sys_IO.DOx[27].Ch",8893,"Channel",DINT,R,0
"Sys_IO.DOx[27].Err",8894,"Error",INT,R,0
"Sys_IO.DOx[27].Hw_Val",8892,"Status",BOOL,R,0
"Sys_IO.DOx[28].Ch",8896,"Channel",DINT,R,0
"Sys_IO.DOx[28].Err",8897,"Error",INT,R,0
"Sys_IO.DOx[28].Hw_Val",8895,"Status",BOOL,R,0
"Sys_IO.DOx[29].Ch",8899,"Channel",DINT,R,0
"Sys_IO.DOx[29].Err",8898,"Error",INT,R,0
"Sys_IO.DOx[29].Hw_Val",8900,"Status",BOOL,R,0
"Sys_IO.DOx[2].Ch",8817,"Channel",DINT,R,0
"Sys_IO.DOx[2].Err",8818,"Error",INT,R,10
"Sys_IO.DOx[2].Hw_Val",8819,"Status",BOOL,R,0
"Sys_IO.DOx[30].Ch",8903,"Channel",DINT,R,0
"Sys_IO.DOx[30].Err",8902,"Error",INT,R,0
"Sys_IO.DOx[30].Hw_Val",8901,"Status",BOOL,R,0
"Sys_IO.DOx[31].Ch",8906,"Channel",DINT,R,0
"Sys_IO.DOx[31].Err",8905,"Error",INT,R,0
"Sys_IO.DOx[31].Hw_Val",8904,"Status",BOOL,R,0
"Sys_IO.DOx[32].Ch",8909,"Channel",DINT,R,0
"Sys_IO.DOx[32].Err",8908,"Error",INT,R,0
"Sys_IO.DOx[32].Hw_Val",8907,"Status",BOOL,R,0
"Sys_IO.DOx[33].Ch",8910,"Channel",DINT,R,0
"Sys_IO.DOx[33].Err",8911,"Error",INT,R,0
"Sys_IO.DOx[33].Hw_Val",8912,"Status",BOOL,R,0
"Sys_IO.DOx[34].Ch",8914,"Channel",DINT,R,0
"Sys_IO.DOx[34].Err",8915,"Error",INT,R,0
"Sys_IO.DOx[34].Hw_Val",8913,"Status",BOOL,R,0
"Sys_IO.DOx[35].Ch",8917,"Channel",DINT,R,0
"Sys_IO.DOx[35].Err",8918,"Error",INT,R,0
"Sys_IO.DOx[35].Hw_Val",8916,"Status",BOOL,R,0
"Sys_IO.DOx[36].Ch",8920,"Channel",DINT,R,0
"Sys_IO.DOx[36].Err",8921,"Error",INT,R,0
"Sys_IO.DOx[36].Hw_Val",8919,"Status",BOOL,R,0
"Sys_IO.DOx[37].Ch",8922,"Channel",DINT,R,0
"Sys_IO.DOx[37].Err",8924,"Error",INT,R,0
"Sys_IO.DOx[37].Hw_Val",8923,"Status",BOOL,R,0
"Sys_IO.DOx[38].Ch",8926,"Channel",DINT,R,0
"Sys_IO.DOx[38].Err",8927,"Error",INT,R,0
"Sys_IO.DOx[38].Hw_Val",8925,"Status",BOOL,R,0
"Sys_IO.DOx[39].Ch",8928,"Channel",DINT,R,0
"Sys_IO.DOx[39].Err",8929,"Error",INT,R,0
"Sys_IO.DOx[39].Hw_Val",8930,"Status",BOOL,R,0
"Sys_IO.DOx[3].Ch",8820,"Channel",DINT,R,0
"Sys_IO.DOx[3].Err",8821,"Error",INT,R,10
"Sys_IO.DOx[3].Hw_Val",8822,"Status",BOOL,R,0
"Sys_IO.DOx[40].Ch",8933,"Channel",DINT,R,0
"Sys_IO.DOx[40].Err",8931,"Error",INT,R,0
"Sys_IO.DOx[40].Hw_Val",8932,"Status",BOOL,R,0
"Sys_IO.DOx[41].Ch",8934,"Channel",DINT,R,0
"Sys_IO.DOx[41].Err",8936,"Error",INT,R,0
"Sys_IO.DOx[41].Hw_Val",8935,"Status",BOOL,R,0
"Sys_IO.DOx[42].Ch",8937,"Channel",DINT,R,0
"Sys_IO.DOx[42].Err",8938,"Error",INT,R,0
"Sys_IO.DOx[42].Hw_Val",8939,"Status",BOOL,R,0
"Sys_IO.DOx[43].Ch",8941,"Channel",DINT,R,0
"Sys_IO.DOx[43].Err",8940,"Error",INT,R,0
"Sys_IO.DOx[43].Hw_Val",8942,"Status",BOOL,R,0
"Sys_IO.DOx[44].Ch",8944,"Channel",DINT,R,0
"Sys_IO.DOx[44].Err",8943,"Error",INT,R,0
"Sys_IO.DOx[44].Hw_Val",8945,"Status",BOOL,R,0
"Sys_IO.DOx[45].Ch",8948,"Channel",DINT,R,0
"Sys_IO.DOx[45].Err",8947,"Error",INT,R,0
"Sys_IO.DOx[45].Hw_Val",8946,"Status",BOOL,R,0
"Sys_IO.DOx[46].Ch",8951,"Channel",DINT,R,0
"Sys_IO.DOx[46].Err",8949,"Error",INT,R,0
"Sys_IO.DOx[46].Hw_Val",8950,"Status",BOOL,R,0
"Sys_IO.DOx[47].Ch",8952,"Channel",DINT,R,0
"Sys_IO.DOx[47].Err",8953,"Error",INT,R,0
"Sys_IO.DOx[47].Hw_Val",8954,"Status",BOOL,R,0
"Sys_IO.DOx[48].Ch",8956,"Channel",DINT,R,0
"Sys_IO.DOx[48].Err",8955,"Error",INT,R,0
"Sys_IO.DOx[48].Hw_Val",8957,"Status",BOOL,R,0
"Sys_IO.DOx[49].Ch",8960,"Channel",DINT,R,0
"Sys_IO.DOx[49].Err",8959,"Error",INT,R,0
"Sys_IO.DOx[49].Hw_Val",8958,"Status",BOOL,R,0
"Sys_IO.DOx[4].Ch",8823,"Channel",DINT,R,0
"Sys_IO.DOx[4].Err",8824,"Error",INT,R,10
"Sys_IO.DOx[4].Hw_Val",8825,"Status",BOOL,R,0
"Sys_IO.DOx[50].Ch",8961,"Channel",DINT,R,0
"Sys_IO.DOx[50].Err",8962,"Error",INT,R,0
"Sys_IO.DOx[50].Hw_Val",8963,"Status",BOOL,R,0
"Sys_IO.DOx[5].Ch",8826,"Channel",DINT,R,0
"Sys_IO.DOx[5].Err",8827,"Error",INT,R,10
"Sys_IO.DOx[5].Hw_Val",8828,"Status",BOOL,R,0
"Sys_IO.DOx[6].Ch",8829,"Channel",DINT,R,0
"Sys_IO.DOx[6].Err",8830,"Error",INT,R,10
"Sys_IO.DOx[6].Hw_Val",8831,"Status",BOOL,R,0
"Sys_IO.DOx[7].Ch",8832,"Channel",DINT,R,0
"Sys_IO.DOx[7].Err",8834,"Error",INT,R,10
"Sys_IO.DOx[7].Hw_Val",8833,"Status",BOOL,R,0
"Sys_IO.DOx[8].Ch",8836,"Channel",DINT,R,0
"Sys_IO.DOx[8].Err",8835,"Error",INT,R,10
"Sys_IO.DOx[8].Hw_Val",8837,"Status",BOOL,R,0
"Sys_IO.DOx[9].Ch",8840,"Channel",DINT,R,0
"Sys_IO.DOx[9].Err",8838,"Error",INT,R,10
"Sys_IO.DOx[9].Hw_Val",8839,"Status",BOOL,R,0
"Sys_IO.UIOx[0].Ch",8965,"Channel",DINT,R,0
"Sys_IO.UIOx[0].Param.Dir",8964,"Direction",USINT,R,1
"Sys_IO.UIOx[0].Param.Filter",8971,"Filter channel",UINT,R,0
"Sys_IO.UIOx[0].Param.Max_Val",8966,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[0].Param.Min_Val",8967,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[0].Param.Typ",8968,"Type",USINT,R,0
"Sys_IO.UIOx[0].Read.Err",8969,"Error",INT,R,0
"Sys_IO.UIOx[0].Read.Hw_Val",8970,"Hardware value",REAL,R,0.00
"Sys_IO.UIOx[10].Ch",9046,"Channel",DINT,R,0
"Sys_IO.UIOx[10].Param.Dir",9051,"Direction",USINT,R,0
"Sys_IO.UIOx[10].Param.Filter",9048,"Filter channel",UINT,R,0
"Sys_IO.UIOx[10].Param.Max_Val",9047,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[10].Param.Min_Val",9049,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[10].Param.Typ",9050,"Type",USINT,R,0
"Sys_IO.UIOx[10].Read.Err",9044,"Error",INT,R,-1
"Sys_IO.UIOx[10].Read.Hw_Val",9045,"Hardware value",REAL,R,-999.90
"Sys_IO.UIOx[11].Ch",9058,"Channel",DINT,R,0
"Sys_IO.UIOx[11].Param.Dir",9053,"Direction",USINT,R,0
"Sys_IO.UIOx[11].Param.Filter",9055,"Filter channel",UINT,R,0
"Sys_IO.UIOx[11].Param.Max_Val",9054,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[11].Param.Min_Val",9059,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[11].Param.Typ",9052,"Type",USINT,R,0
"Sys_IO.UIOx[11].Read.Err",9057,"Error",INT,R,0
"Sys_IO.UIOx[11].Read.Hw_Val",9056,"Hardware value",REAL,R,0.00
"Sys_IO.UIOx[12].Ch",9060,"Channel",DINT,R,0
"Sys_IO.UIOx[12].Param.Dir",9061,"Direction",USINT,R,0
"Sys_IO.UIOx[12].Param.Filter",9064,"Filter channel",UINT,R,0
"Sys_IO.UIOx[12].Param.Max_Val",9066,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[12].Param.Min_Val",9062,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[12].Param.Typ",9063,"Type",USINT,R,0
"Sys_IO.UIOx[12].Read.Err",9065,"Error",INT,R,0
"Sys_IO.UIOx[12].Read.Hw_Val",9067,"Hardware value",REAL,R,0.00
"Sys_IO.UIOx[13].Ch",9071,"Channel",DINT,R,0
"Sys_IO.UIOx[13].Param.Dir",9070,"Direction",USINT,R,0
"Sys_IO.UIOx[13].Param.Filter",9074,"Filter channel",UINT,R,0
"Sys_IO.UIOx[13].Param.Max_Val",9073,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[13].Param.Min_Val",9068,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[13].Param.Typ",9069,"Type",USINT,R,0
"Sys_IO.UIOx[13].Read.Err",9072,"Error",INT,R,0
"Sys_IO.UIOx[13].Read.Hw_Val",9075,"Hardware value",REAL,R,0.00
"Sys_IO.UIOx[14].Ch",9078,"Channel",DINT,R,0
"Sys_IO.UIOx[14].Param.Dir",9081,"Direction",USINT,R,0
"Sys_IO.UIOx[14].Param.Filter",9083,"Filter channel",UINT,R,0
"Sys_IO.UIOx[14].Param.Max_Val",9082,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[14].Param.Min_Val",9080,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[14].Param.Typ",9079,"Type",USINT,R,0
"Sys_IO.UIOx[14].Read.Err",9077,"Error",INT,R,0
"Sys_IO.UIOx[14].Read.Hw_Val",9076,"Hardware value",REAL,R,0.00
"Sys_IO.UIOx[15].Ch",9089,"Channel",DINT,R,0
"Sys_IO.UIOx[15].Param.Dir",9084,"Direction",USINT,R,0
"Sys_IO.UIOx[15].Param.Filter",9085,"Filter channel",UINT,R,0
"Sys_IO.UIOx[15].Param.Max_Val",9086,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[15].Param.Min_Val",9088,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[15].Param.Typ",9087,"Type",USINT,R,0
"Sys_IO.UIOx[15].Read.Err",9091,"Error",INT,R,0
"Sys_IO.UIOx[15].Read.Hw_Val",9090,"Hardware value",REAL,R,0.00
"Sys_IO.UIOx[16].Ch",9096,"Channel",DINT,R,0
"Sys_IO.UIOx[16].Param.Dir",9095,"Direction",USINT,R,0
"Sys_IO.UIOx[16].Param.Filter",9092,"Filter channel",UINT,R,0
"Sys_IO.UIOx[16].Param.Max_Val",9093,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[16].Param.Min_Val",9098,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[16].Param.Typ",9097,"Type",USINT,R,0
"Sys_IO.UIOx[16].Read.Err",9099,"Error",INT,R,0
"Sys_IO.UIOx[16].Read.Hw_Val",9094,"Hardware value",REAL,R,0.00
"Sys_IO.UIOx[17].Ch",9105,"Channel",DINT,R,0
"Sys_IO.UIOx[17].Param.Dir",9106,"Direction",USINT,R,0
"Sys_IO.UIOx[17].Param.Filter",9104,"Filter channel",UINT,R,0
"Sys_IO.UIOx[17].Param.Max_Val",9101,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[17].Param.Min_Val",9102,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[17].Param.Typ",9107,"Type",USINT,R,0
"Sys_IO.UIOx[17].Read.Err",9100,"Error",INT,R,0
"Sys_IO.UIOx[17].Read.Hw_Val",9103,"Hardware value",REAL,R,0.00
"Sys_IO.UIOx[18].Ch",9115,"Channel",DINT,R,0
"Sys_IO.UIOx[18].Param.Dir",9114,"Direction",USINT,R,0
"Sys_IO.UIOx[18].Param.Filter",9111,"Filter channel",UINT,R,0
"Sys_IO.UIOx[18].Param.Max_Val",9113,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[18].Param.Min_Val",9108,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[18].Param.Typ",9112,"Type",USINT,R,0
"Sys_IO.UIOx[18].Read.Err",9109,"Error",INT,R,0
"Sys_IO.UIOx[18].Read.Hw_Val",9110,"Hardware value",REAL,R,0.00
"Sys_IO.UIOx[19].Ch",9122,"Channel",DINT,R,0
"Sys_IO.UIOx[19].Param.Dir",9119,"Direction",USINT,R,0
"Sys_IO.UIOx[19].Param.Filter",9116,"Filter channel",UINT,R,0
"Sys_IO.UIOx[19].Param.Max_Val",9117,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[19].Param.Min_Val",9123,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[19].Param.Typ",9120,"Type",USINT,R,0
"Sys_IO.UIOx[19].Read.Err",9118,"Error",INT,R,0
"Sys_IO.UIOx[19].Read.Hw_Val",9121,"Hardware value",REAL,R,0.00
"Sys_IO.UIOx[1].Ch",8974,"Channel",DINT,R,0
"Sys_IO.UIOx[1].Param.Dir",8973,"Direction",USINT,R,0
"Sys_IO.UIOx[1].Param.Filter",8977,"Filter channel",UINT,R,5
"Sys_IO.UIOx[1].Param.Max_Val",8976,"Maximum value",REAL,R,90.00
"Sys_IO.UIOx[1].Param.Min_Val",8979,"Minimum value",REAL,R,-50.00
"Sys_IO.UIOx[1].Param.Typ",8978,"Type",USINT,R,0
"Sys_IO.UIOx[1].Read.Err",8975,"Error",INT,R,10
"Sys_IO.UIOx[1].Read.Hw_Val",8972,"Hardware value",REAL,R,34.63
"Sys_IO.UIOx[20].Ch",9128,"Channel",DINT,R,0
"Sys_IO.UIOx[20].Param.Dir",9124,"Direction",USINT,R,0
"Sys_IO.UIOx[20].Param.Filter",9126,"Filter channel",UINT,R,0
"Sys_IO.UIOx[20].Param.Max_Val",9131,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[20].Param.Min_Val",9130,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[20].Param.Typ",9129,"Type",USINT,R,0
"Sys_IO.UIOx[20].Read.Err",9125,"Error",INT,R,0
"Sys_IO.UIOx[20].Read.Hw_Val",9127,"Hardware value",REAL,R,0.00
"Sys_IO.UIOx[21].Ch",9132,"Channel",DINT,R,0
"Sys_IO.UIOx[21].Param.Dir",9136,"Direction",USINT,R,0
"Sys_IO.UIOx[21].Param.Filter",9138,"Filter channel",UINT,R,0
"Sys_IO.UIOx[21].Param.Max_Val",9139,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[21].Param.Min_Val",9134,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[21].Param.Typ",9135,"Type",USINT,R,0
"Sys_IO.UIOx[21].Read.Err",9133,"Error",INT,R,0
"Sys_IO.UIOx[21].Read.Hw_Val",9137,"Hardware value",REAL,R,0.00
"Sys_IO.UIOx[22].Ch",9142,"Channel",DINT,R,0
"Sys_IO.UIOx[22].Param.Dir",9145,"Direction",USINT,R,0
"Sys_IO.UIOx[22].Param.Filter",9143,"Filter channel",UINT,R,0
"Sys_IO.UIOx[22].Param.Max_Val",9146,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[22].Param.Min_Val",9147,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[22].Param.Typ",9144,"Type",USINT,R,0
"Sys_IO.UIOx[22].Read.Err",9141,"Error",INT,R,0
"Sys_IO.UIOx[22].Read.Hw_Val",9140,"Hardware value",REAL,R,0.00
"Sys_IO.UIOx[23].Ch",9150,"Channel",DINT,R,0
"Sys_IO.UIOx[23].Param.Dir",9153,"Direction",USINT,R,0
"Sys_IO.UIOx[23].Param.Filter",9151,"Filter channel",UINT,R,0
"Sys_IO.UIOx[23].Param.Max_Val",9154,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[23].Param.Min_Val",9155,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[23].Param.Typ",9152,"Type",USINT,R,0
"Sys_IO.UIOx[23].Read.Err",9149,"Error",INT,R,0
"Sys_IO.UIOx[23].Read.Hw_Val",9148,"Hardware value",REAL,R,0.00
"Sys_IO.UIOx[24].Ch",9158,"Channel",DINT,R,0
"Sys_IO.UIOx[24].Param.Dir",9161,"Direction",USINT,R,0
"Sys_IO.UIOx[24].Param.Filter",9157,"Filter channel",UINT,R,0
"Sys_IO.UIOx[24].Param.Max_Val",9162,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[24].Param.Min_Val",9163,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[24].Param.Typ",9160,"Type",USINT,R,0
"Sys_IO.UIOx[24].Read.Err",9159,"Error",INT,R,0
"Sys_IO.UIOx[24].Read.Hw_Val",9156,"Hardware value",REAL,R,0.00
"Sys_IO.UIOx[25].Ch",9166,"Channel",DINT,R,0
"Sys_IO.UIOx[25].Param.Dir",9169,"Direction",USINT,R,0
"Sys_IO.UIOx[25].Param.Filter",9165,"Filter channel",UINT,R,0
"Sys_IO.UIOx[25].Param.Max_Val",9170,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[25].Param.Min_Val",9171,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[25].Param.Typ",9168,"Type",USINT,R,0
"Sys_IO.UIOx[25].Read.Err",9167,"Error",INT,R,0
"Sys_IO.UIOx[25].Read.Hw_Val",9164,"Hardware value",REAL,R,0.00
"Sys_IO.UIOx[26].Ch",9174,"Channel",DINT,R,0
"Sys_IO.UIOx[26].Param.Dir",9177,"Direction",USINT,R,0
"Sys_IO.UIOx[26].Param.Filter",9173,"Filter channel",UINT,R,0
"Sys_IO.UIOx[26].Param.Max_Val",9178,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[26].Param.Min_Val",9179,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[26].Param.Typ",9176,"Type",USINT,R,0
"Sys_IO.UIOx[26].Read.Err",9175,"Error",INT,R,0
"Sys_IO.UIOx[26].Read.Hw_Val",9172,"Hardware value",REAL,R,0.00
"Sys_IO.UIOx[27].Ch",9182,"Channel",DINT,R,0
"Sys_IO.UIOx[27].Param.Dir",9185,"Direction",USINT,R,0
"Sys_IO.UIOx[27].Param.Filter",9181,"Filter channel",UINT,R,0
"Sys_IO.UIOx[27].Param.Max_Val",9186,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[27].Param.Min_Val",9187,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[27].Param.Typ",9184,"Type",USINT,R,0
"Sys_IO.UIOx[27].Read.Err",9183,"Error",INT,R,0
"Sys_IO.UIOx[27].Read.Hw_Val",9180,"Hardware value",REAL,R,0.00
"Sys_IO.UIOx[28].Ch",9190,"Channel",DINT,R,0
"Sys_IO.UIOx[28].Param.Dir",9193,"Direction",USINT,R,0
"Sys_IO.UIOx[28].Param.Filter",9189,"Filter channel",UINT,R,0
"Sys_IO.UIOx[28].Param.Max_Val",9194,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[28].Param.Min_Val",9195,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[28].Param.Typ",9192,"Type",USINT,R,0
"Sys_IO.UIOx[28].Read.Err",9191,"Error",INT,R,0
"Sys_IO.UIOx[28].Read.Hw_Val",9188,"Hardware value",REAL,R,0.00
"Sys_IO.UIOx[29].Ch",9198,"Channel",DINT,R,0
"Sys_IO.UIOx[29].Param.Dir",9201,"Direction",USINT,R,0
"Sys_IO.UIOx[29].Param.Filter",9197,"Filter channel",UINT,R,0
"Sys_IO.UIOx[29].Param.Max_Val",9202,"Maximum value",REAL,R,0.00
"Sys_IO.UIOx[29].Param.Min_Val",9203,"Minimum value",REAL,R,0.00
"Sys_IO.UIOx[29].Param.Typ",9200,"Type",USINT,R,0
"Sys_IO.UIOx[29].Read.Err",9199,"Error",INT,R,0
"Sys_IO.UIOx[29].Read.Hw_Val",9196,"Hardware value",REAL,R,0.00
"Sys_IO.UIOx[2].Ch",8982,"Channel",DINT,R,0
"Sys_IO.UIOx[2].Param.Dir",8985,"Direction",USINT,R,0
"Sys_IO.UIOx[2].Param.Filter",8981,"Filter channel",UINT,R,5
